Richard Grant,Lisa Simpson
Blake Tucker,David Palmer
Elizabeth Marshall,Claire Underwood
Anne Hudson,Josiah Bartlet
Benjamin Butler,Claire Underwood
Mary Kerr,David Palmer
Michelle Morgan,Claire Underwood
Dan Lambert,Lisa Simpson
Eric Sutherland,Lisa Simpson
Christopher Clarkson,Josiah Bartlet
Eric Hughes,Josiah Bartlet
Jennifer Reid,Josiah Bartlet
Anthony Stewart,Claire Underwood
Simon Ross,David Palmer
Sally McDonald,Josiah Bartlet
Connor Quinn,Claire Underwood
Leonard Burgess,Claire Underwood
Victor Dowd,Josiah Bartlet
Ruth Underwood,Claire Underwood
Phil Hamilton,Lisa Simpson
Sam Morgan,Lisa Simpson
Chloe Burgess,David Palmer
Steven Lawrence,Josiah Bartlet
Chloe Parsons,Claire Underwood
Melanie McLean,Claire Underwood
Oliver Burgess,David Palmer
Amelia Vance,Lisa Simpson
Jacob Sutherland,Lisa Simpson
Madeleine Hamilton,Claire Underwood
Chloe Gibson,Josiah Bartlet
Robert Lawrence,Josiah Bartlet
Vanessa Churchill,David Palmer
Dominic Kerr,Claire Underwood
Rose Grant,Lisa Simpson
Evan Rutherford,Claire Underwood
Simon Quinn,David Palmer
Edward Hughes,David Palmer
Richard Nixon,Richard Nixon
Emily Fraser,David Palmer
Zoe Simpson,Josiah Bartlet
Jasmine Wright,David Palmer
Jack Jackson,Claire Underwood
Natalie Miller,David Palmer
Victor Knox,David Palmer
Sean King,David Palmer
Sarah Carr,Claire Underwood
Donna Randall,Claire Underwood
Trevor Rampling,Lisa Simpson
Lillian Metcalfe,David Palmer
Dylan Turner,Claire Underwood
Bernadette Paige,Claire Underwood
Thomas Roberts,Josiah Bartlet
Adam James,Claire Underwood
Charles Peters,Josiah Bartlet
Colin Carr,David Palmer
Samantha Abraham,David Palmer
Yvonne MacLeod,Claire Underwood
Colin Paige,Lisa Simpson
Megan Robertson,David Palmer
Penelope Wilson,Claire Underwood
Donna Ogden,David Palmer
Hannah Payne,Claire Underwood
Edward Gill,Lisa Simpson
Michelle May,Lisa Simpson
Lily Bower,Josiah Bartlet
Charles Forsyth,Lisa Simpson
Victoria Berry,Claire Underwood
Gavin Hill,Claire Underwood
Richard Nixon,Richard Nixon
Benjamin Buckland,David Palmer
Edward Hodges,Josiah Bartlet
Penelope Dyer,Lisa Simpson
Vanessa Hamilton,Lisa Simpson
Jessica Quinn,Lisa Simpson
Christopher Thomson,Josiah Bartlet
Dan Thomson,David Palmer
James Parr,Josiah Bartlet
Simon Harris,Lisa Simpson
Kevin Martin,Lisa Simpson
Richard Dowd,Josiah Bartlet
Alexander Parsons,David Palmer
Olivia Arnold,Claire Underwood
Simon Powell,Lisa Simpson
Phil Lewis,Claire Underwood
Megan Henderson,David Palmer
Elizabeth Kerr,Josiah Bartlet
Anna Hunter,Josiah Bartlet
Matt Rutherford,Lisa Simpson
Nicholas Hamilton,Lisa Simpson
Hannah Miller,Lisa Simpson
Faith Russell,Josiah Bartlet
Claire Hodges,Claire Underwood
Bella Alsop,David Palmer
Heather McLean,Lisa Simpson
Megan Mitchell,Claire Underwood
Lily Pullman,David Palmer
Frank Parsons,Josiah Bartlet
Max Tucker,Claire Underwood
Jason Jackson,Josiah Bartlet
Blake Duncan,Claire Underwood
Penelope Bell,Josiah Bartlet
Jessica Ferguson,David Palmer
Rachel Bower,Claire Underwood
Edward Jones,Lisa Simpson
Anne Lambert,David Palmer
Alexandra Lee,Lisa Simpson
Victoria McDonald,David Palmer
Carl Oliver,Claire Underwood
Elizabeth Lawrence,Lisa Simpson
David Hunter,David Palmer
Simon Peake,Lisa Simpson
Stephen Glover,Josiah Bartlet
Steven Baker,Josiah Bartlet
Diane Rampling,Lisa Simpson
Jack Ball,Lisa Simpson
Colin Baker,Claire Underwood
Jason Paterson,Lisa Simpson
Carl Clarkson,Lisa Simpson
Katherine McGrath,David Palmer
Jason Buckland,Lisa Simpson
Nicola Knox,Lisa Simpson
Andrea Cameron,Claire Underwood
Jonathan Hughes,David Palmer
Bella Smith,David Palmer
Lisa James,Claire Underwood
Julia Thomson,Josiah Bartlet
Donna Ferguson,Lisa Simpson
Joseph Duncan,Claire Underwood
Caroline Gibson,Claire Underwood
Stewart Poole,Josiah Bartlet
Neil Ross,David Palmer
Sophie Alsop,Lisa Simpson
Tim Martin,Claire Underwood
Kevin Russell,Josiah Bartlet
Steven Clark,Lisa Simpson
Stephen Edmunds,Josiah Bartlet
Hannah Bell,Lisa Simpson
Natalie Alsop,Josiah Bartlet
Vanessa Edmunds,Claire Underwood
Natalie Davidson,Lisa Simpson
Rachel Gibson,Claire Underwood
Madeleine Peters,Claire Underwood
Rebecca Dowd,Josiah Bartlet
Sebastian Simpson,Claire Underwood
Victoria Ferguson,David Palmer
Brandon Abraham,Lisa Simpson
Jasmine Terry,David Palmer
Nathan Lawrence,David Palmer
Irene Morgan,Lisa Simpson
Jonathan Bell,Lisa Simpson
Christian Quinn,David Palmer
John Edmunds,Lisa Simpson
Christian Simpson,Claire Underwood
Steven Hemmings,Lisa Simpson
Richard Nixon,Richard Nixon
Anne Black,David Palmer
Pippa Walsh,Josiah Bartlet
Peter King,Lisa Simpson
Rebecca Avery,David Palmer
Austin Fraser,Lisa Simpson
Austin King,Claire Underwood
Anthony Simpson,Claire Underwood
Anna Forsyth,David Palmer
Gavin Brown,Claire Underwood
Dan Newman,David Palmer
Leonard MacLeod,Claire Underwood
Emma Bower,David Palmer
Stephanie Bailey,Claire Underwood
Justin Brown,Claire Underwood
Adrian Campbell,Claire Underwood
Joe Kelly,David Palmer
Peter Simpson,David Palmer
Mary Hodges,David Palmer
Zoe Rees,Lisa Simpson
Zoe Dickens,Claire Underwood
Felicity Lewis,Josiah Bartlet
Stephen Underwood,David Palmer
Blake Walker,Claire Underwood
Steven Forsyth,David Palmer
Fiona Glover,Lisa Simpson
Olivia Greene,Claire Underwood
Joseph Bailey,David Palmer
Fiona Davies,David Palmer
Warren Cameron,Claire Underwood
Alexander Parr,Lisa Simpson
David Hemmings,Josiah Bartlet
Frank Bailey,Josiah Bartlet
Deirdre Carr,Josiah Bartlet
Julia Hughes,Josiah Bartlet
Wanda Buckland,Claire Underwood
Neil Bailey,Josiah Bartlet
Jack Bond,Lisa Simpson
Richard Parr,David Palmer
Joshua Mackay,Claire Underwood
Tim Powell,Claire Underwood
Grace Skinner,Lisa Simpson
Amanda Bower,David Palmer
Ian Knox,Josiah Bartlet
Michelle James,David Palmer
Lisa Peters,Lisa Simpson
Ava Wright,Lisa Simpson
Jane Baker,Lisa Simpson
Felicity Jones,David Palmer
Samantha Simpson,Josiah Bartlet
Bella Rutherford,Lisa Simpson
Jonathan Bond,Josiah Bartlet
Anne Wilson,David Palmer
Victor Clark,David Palmer
Jonathan Burgess,Claire Underwood
Sarah Buckland,Lisa Simpson
Ryan Henderson,David Palmer
Penelope Campbell,David Palmer
Warren Mackay,Josiah Bartlet
Jake Lee,Claire Underwood
Bernadette Ferguson,Lisa Simpson
Blake McGrath,Josiah Bartlet
Brandon Dowd,Lisa Simpson
Elizabeth Baker,Josiah Bartlet
Steven McLean,David Palmer
Amelia Metcalfe,Josiah Bartlet
Trevor Knox,Claire Underwood
Nicholas Mackay,Claire Underwood
Stephen Newman,Josiah Bartlet
Sarah Newman,Josiah Bartlet
Dylan Burgess,David Palmer
Edward Cameron,Lisa Simpson
Julian King,Lisa Simpson
Grace Murray,Lisa Simpson
Carl Tucker,Lisa Simpson
Rachel Butler,David Palmer
Boris Watson,Lisa Simpson
Michael Stewart,Lisa Simpson
Isaac Hamilton,David Palmer
Richard Nixon,Richard Nixon
Carol Brown,David Palmer
Ruth Cameron,Josiah Bartlet
Tim Hemmings,Josiah Bartlet
Angela Welch,David Palmer
Jennifer Miller,David Palmer
Gabrielle Allan,Claire Underwood
Sonia Rees,Josiah Bartlet
Paul Hart,David Palmer
Evan Lawrence,Lisa Simpson
Amelia Ogden,Claire Underwood
Jake Knox,Claire Underwood
Gordon Butler,Claire Underwood
Richard Nash,Claire Underwood
Carolyn Rees,Lisa Simpson
Charles Hudson,Claire Underwood
Neil Miller,Claire Underwood
Chloe Sanderson,David Palmer
Blake Hart,Lisa Simpson
Nathan Lambert,David Palmer
Julia Ince,Josiah Bartlet
Sue Marshall,Josiah Bartlet
John Jones,Claire Underwood
Edward Marshall,Claire Underwood
Audrey Ogden,Josiah Bartlet
Paul Greene,Claire Underwood
Adam McGrath,David Palmer
Brian North,Josiah Bartlet
Lisa Vaughan,Josiah Bartlet
Nicola Duncan,David Palmer
Lily Hamilton,Lisa Simpson
Leonard Harris,David Palmer
Lauren James,Claire Underwood
Stephen Ross,Josiah Bartlet
Elizabeth Tucker,Claire Underwood
Charles Mitchell,Josiah Bartlet
Ella Graham,Claire Underwood
Ava May,David Palmer
Nathan Parsons,David Palmer
Anne North,Lisa Simpson
Eric Pullman,David Palmer
Lauren Wright,Josiah Bartlet
Cameron Turner,Claire Underwood
Joan Russell,Josiah Bartlet
Joshua White,Claire Underwood
Lucas Lawrence,David Palmer
Alexander Quinn,Lisa Simpson
Maria McDonald,David Palmer
Sally Vaughan,Lisa Simpson
Faith Coleman,Lisa Simpson
Luke Lyman,Lisa Simpson
Kylie Grant,Lisa Simpson
Megan Lee,Josiah Bartlet
Diana Ince,Claire Underwood
Adrian Avery,Claire Underwood
Simon Scott,Josiah Bartlet
Joe Skinner,Josiah Bartlet
Trevor Forsyth,Josiah Bartlet
Julian McGrath,David Palmer
Claire Davies,David Palmer
Max Langdon,David Palmer
Donna Burgess,David Palmer
Angela Duncan,Lisa Simpson
Richard Fraser,Josiah Bartlet
David Pullman,David Palmer
Piers Bell,Claire Underwood
Michael Berry,David Palmer
Phil Watson,Josiah Bartlet
Melanie Fisher,Lisa Simpson
Adrian Piper,Lisa Simpson
Richard Wilson,Josiah Bartlet
Ian Coleman,David Palmer
Anne Pullman,Josiah Bartlet
Maria Campbell,Claire Underwood
Wendy Slater,David Palmer
Sally Scott,Lisa Simpson
Leah Stewart,Josiah Bartlet
Andrew Dowd,David Palmer
Emily Paige,David Palmer
Zoe Welch,Josiah Bartlet
Gabrielle Paige,Josiah Bartlet
Eric Jones,David Palmer
Bernadette Clarkson,Josiah Bartlet
Justin Lyman,David Palmer
Gavin Tucker,Lisa Simpson
Anne Harris,Claire Underwood
Owen Brown,Claire Underwood
Rachel King,Josiah Bartlet
Mary Bond,Lisa Simpson
Michelle Kelly,Lisa Simpson
Melanie Bower,Claire Underwood
Sebastian Dowd,David Palmer
Richard Nixon,Richard Nixon
Richard Nixon,Richard Nixon
Lisa Springer,David Palmer
Olivia Bell,David Palmer
Bernadette Davidson,Claire Underwood
Ruth Mackay,Lisa Simpson
Grace Lewis,Josiah Bartlet
Sonia Metcalfe,Josiah Bartlet
Neil Quinn,Lisa Simpson
Frank Vaughan,Josiah Bartlet
Megan Smith,Josiah Bartlet
Yvonne Rutherford,Josiah Bartlet
Evan Walker,David Palmer
Wanda Anderson,Josiah Bartlet
Liam Wilkins,Lisa Simpson
Ian Churchill,Lisa Simpson
Joe Allan,Josiah Bartlet
Jack Slater,Josiah Bartlet
Jack Smith,David Palmer
Boris Campbell,David Palmer
Ian Bower,Josiah Bartlet
Kevin Rees,Claire Underwood
Caroline Vaughan,Lisa Simpson
Austin Slater,David Palmer
Dan Paige,Lisa Simpson
Vanessa Morrison,Lisa Simpson
Jessica Wilson,Josiah Bartlet
Julian Ogden,Claire Underwood
Bernadette Oliver,Josiah Bartlet
Rose Baker,Lisa Simpson
Heather Murray,Claire Underwood
Jason Poole,Claire Underwood
Olivia Gray,David Palmer
Blake Graham,Lisa Simpson
Fiona Randall,Josiah Bartlet
Lisa Welch,Lisa Simpson
Boris Skinner,Lisa Simpson
Nathan Dickens,David Palmer
Adam Poole,Josiah Bartlet
Julia Peake,Lisa Simpson
Sebastian Carr,David Palmer
Sue Sanderson,Josiah Bartlet
Sebastian Butler,Lisa Simpson
Eric Metcalfe,Lisa Simpson
Christian MacLeod,David Palmer
Luke Cameron,Lisa Simpson
Lucas Nash,Lisa Simpson
Sam Arnold,Claire Underwood
Sam Wright,Lisa Simpson
Victoria Kelly,David Palmer
Rebecca Russell,Josiah Bartlet
Richard Jones,Josiah Bartlet
Melanie Berry,Lisa Simpson
Dorothy Gill,Lisa Simpson
Ian Avery,Claire Underwood
Jake Hunter,Lisa Simpson
Stewart Campbell,Lisa Simpson
Alison Edmunds,Claire Underwood
Lauren Gray,Claire Underwood
Stephanie Welch,Lisa Simpson
Colin Lambert,Claire Underwood
Olivia Kelly,Josiah Bartlet
Joshua Baker,Claire Underwood
Joseph Churchill,Josiah Bartlet
Sophie Graham,Josiah Bartlet
Madeleine Dickens,Lisa Simpson
Keith Davidson,Josiah Bartlet
Adam Underwood,Josiah Bartlet
Neil Greene,David Palmer
Andrew Watson,Josiah Bartlet
Peter Metcalfe,Lisa Simpson
Amanda King,Lisa Simpson
Tim Harris,David Palmer
Leah Kerr,Lisa Simpson
Ruth Bond,Lisa Simpson
Sophie Skinner,Lisa Simpson
Sue Short,Lisa Simpson
Felicity Lambert,Lisa Simpson
Colin Bower,Claire Underwood
Claire Churchill,Lisa Simpson
Madeleine Lewis,Josiah Bartlet
Richard Nixon,Richard Nixon
Megan Marshall,Claire Underwood
Chloe Lyman,Josiah Bartlet
Bernadette Ellison,Josiah Bartlet
Fiona Baker,Claire Underwood
Jan Piper,Claire Underwood
Gordon Greene,Josiah Bartlet
Stewart Peake,Claire Underwood
Victor Rees,David Palmer
Rose Taylor,Lisa Simpson
Carl MacDonald,Claire Underwood
Matt Hamilton,Josiah Bartlet
Theresa Brown,Josiah Bartlet
Cameron Graham,David Palmer
Dan Brown,David Palmer
Austin Rees,David Palmer
Dominic James,David Palmer
Diane Brown,David Palmer
Yvonne Russell,David Palmer
Madeleine Hart,Claire Underwood
Oliver Davidson,Claire Underwood
Colin Manning,David Palmer
Lily Knox,Claire Underwood
Dylan Black,Josiah Bartlet
Wanda Graham,David Palmer
Megan Turner,David Palmer
Pippa Gibson,Josiah Bartlet
Rachel Harris,David Palmer
Sean Mitchell,David Palmer
Rebecca Coleman,Lisa Simpson
Frank Morrison,Josiah Bartlet
Anne Rutherford,Claire Underwood
Alan Davies,Claire Underwood
Gabrielle Morrison,David Palmer
Christian Ferguson,Lisa Simpson
Jake Bailey,David Palmer
Caroline Parr,Josiah Bartlet
Warren Stewart,Josiah Bartlet
Emily Hodges,Lisa Simpson
Diane Simpson,Claire Underwood
Steven Thomson,Lisa Simpson
Alexandra Anderson,Claire Underwood
Victor Morgan,Lisa Simpson
Amanda Wright,Josiah Bartlet
Dominic McDonald,Lisa Simpson
Oliver Quinn,Josiah Bartlet
Melanie Underwood,David Palmer
Emily Davidson,David Palmer
Yvonne McGrath,Claire Underwood
Sophie Tucker,Lisa Simpson
Harry Churchill,Josiah Bartlet
Dylan Metcalfe,David Palmer
Richard Burgess,David Palmer
Andrea Grant,Claire Underwood
Piers Smith,Claire Underwood
Gavin Wallace,Lisa Simpson
Donna Russell,Josiah Bartlet
John Lee,Lisa Simpson
Michelle Lyman,David Palmer
Caroline Rees,Claire Underwood
Austin Skinner,Lisa Simpson
Jessica Lawrence,Claire Underwood
John Payne,Josiah Bartlet
William Scott,David Palmer
Diana Kelly,Lisa Simpson
Michael Poole,Josiah Bartlet
Julia Springer,Lisa Simpson
Pippa Hemmings,Josiah Bartlet
Caroline Davidson,Josiah Bartlet
Julia Kelly,Lisa Simpson
Edward Underwood,Claire Underwood
Michelle Cornish,Josiah Bartlet
Theresa Greene,David Palmer
Richard Nixon,Richard Nixon
Sonia Turner,Claire Underwood
Sonia Hart,David Palmer
Joseph Hughes,David Palmer
Ian McLean,Lisa Simpson
Julian Lyman,Lisa Simpson
Leonard Kerr,Lisa Simpson
Colin Coleman,Claire Underwood
Keith Gibson,Lisa Simpson
Molly McDonald,Lisa Simpson
Sophie Terry,Josiah Bartlet
Heather Buckland,David Palmer
Melanie Chapman,Claire Underwood
Karen Hardacre,Lisa Simpson
Ian Fisher,David Palmer
Penelope Newman,Lisa Simpson
Jane Marshall,Lisa Simpson
Liam Dickens,Claire Underwood
Nicholas Springer,Claire Underwood
Christopher Forsyth,Claire Underwood
Peter Nolan,David Palmer
Amy Gray,Lisa Simpson
Jennifer Hill,Josiah Bartlet
Olivia Lawrence,David Palmer
Anne Young,Lisa Simpson
Anna Carr,Josiah Bartlet
Natalie James,David Palmer
Steven Hart,Josiah Bartlet
Edward Roberts,Lisa Simpson
Dan Rutherford,Josiah Bartlet
Pippa Scott,David Palmer
Faith Butler,David Palmer
Stephanie MacDonald,Lisa Simpson
Lisa Sharp,Lisa Simpson
Elizabeth Greene,Lisa Simpson
Lily Avery,Claire Underwood
Piers White,Claire Underwood
Chloe Morrison,Lisa Simpson
Leonard Gibson,David Palmer
Sebastian Hodges,Claire Underwood
Hannah Grant,Lisa Simpson
Nathan Lewis,David Palmer
Amanda Russell,Lisa Simpson
Lauren Simpson,Claire Underwood
Lauren Terry,David Palmer
Alison Scott,David Palmer
Dylan Dyer,Claire Underwood
Megan Hill,Josiah Bartlet
Sally Abraham,Josiah Bartlet
Charles Dowd,Josiah Bartlet
Piers Peters,Lisa Simpson
Brandon Martin,David Palmer
Gavin Scott,Josiah Bartlet
Kevin Gibson,Josiah Bartlet
Richard Nixon,Richard Nixon
Gabrielle Randall,Lisa Simpson
Piers Parsons,Josiah Bartlet
Caroline Harris,David Palmer
Andrew Nolan,David Palmer
Anna Rutherford,David Palmer
Anna Berry,David Palmer
Anna Russell,Claire Underwood
Theresa Ross,Lisa Simpson
Neil Oliver,Lisa Simpson
Adrian Chapman,David Palmer
Zoe Quinn,Claire Underwood
Sam Baker,Lisa Simpson
Jan Martin,Josiah Bartlet
Jacob Davies,David Palmer
Zoe Roberts,Claire Underwood
Gavin Blake,Claire Underwood
Jasmine Sharp,Josiah Bartlet
Leah Lawrence,Claire Underwood
Carl Scott,Josiah Bartlet
Christopher Dickens,Josiah Bartlet
Sebastian Bond,Josiah Bartlet
Harry Manning,David Palmer
Caroline Hamilton,David Palmer
Ruth Forsyth,Lisa Simpson
Alexander Black,Claire Underwood
Penelope Bower,Claire Underwood
Boris Powell,Josiah Bartlet
Emily Fisher,Claire Underwood
Diana Sutherland,Josiah Bartlet
Abigail Walker,Josiah Bartlet
Emma Gibson,Lisa Simpson
Michelle Payne,Lisa Simpson
Warren Dyer,David Palmer
Maria White,David Palmer
Stephen Watson,David Palmer
Sebastian Parr,Claire Underwood
Richard Carr,Claire Underwood
Matt Newman,Lisa Simpson
Tracey Anderson,Claire Underwood
Matt MacDonald,Claire Underwood
Sonia Ross,David Palmer
Hannah Walsh,David Palmer
Sarah Nash,David Palmer
Samantha Mills,Claire Underwood
Richard Nixon,Richard Nixon
Karen Ince,Lisa Simpson
Pippa Ball,Josiah Bartlet
Dorothy Manning,David Palmer
Gavin MacLeod,Lisa Simpson
Phil Lee,Lisa Simpson
Stephanie Mills,David Palmer
Emma Brown,Josiah Bartlet
Diane Duncan,Josiah Bartlet
Jonathan James,Lisa Simpson
Angela Skinner,Claire Underwood
Sophie Pullman,Lisa Simpson
Yvonne Blake,Claire Underwood
Abigail Dyer,Josiah Bartlet
Ruth Peters,Josiah Bartlet
Jake Coleman,David Palmer
Jonathan Langdon,David Palmer
Jessica Martin,David Palmer
Felicity Underwood,David Palmer
Neil Cornish,David Palmer
John Mackenzie,Claire Underwood
Hannah Ogden,Lisa Simpson
Christopher Hughes,Claire Underwood
Katherine North,David Palmer
Penelope Paterson,Claire Underwood
Tim Forsyth,Claire Underwood
Megan Martin,Josiah Bartlet
James Hodges,Josiah Bartlet
Theresa Kerr,Josiah Bartlet
Zoe Morgan,David Palmer
Luke Davies,Claire Underwood
Una Manning,Lisa Simpson
Ryan May,David Palmer
Adam Chapman,Lisa Simpson
Theresa Metcalfe,David Palmer
Gavin Simpson,David Palmer
Paul Hudson,Lisa Simpson
John Pullman,Lisa Simpson
Deirdre Chapman,David Palmer
Heather Howard,Lisa Simpson
Fiona Young,Lisa Simpson
Rachel Metcalfe,Josiah Bartlet
Dylan Duncan,Lisa Simpson
Peter Grant,Claire Underwood
Emma Hamilton,David Palmer
Julian Clarkson,Josiah Bartlet
Richard Nixon,Richard Nixon
Joshua Rutherford,Josiah Bartlet
Victor Walsh,Claire Underwood
Jennifer McLean,David Palmer
Leonard Rampling,Claire Underwood
Abigail Kerr,Josiah Bartlet
Deirdre Burgess,Josiah Bartlet
Sean Stewart,David Palmer
Dominic Parr,Lisa Simpson
Hannah Poole,Claire Underwood
Caroline Blake,Josiah Bartlet
Ian Henderson,Claire Underwood
James Parsons,Lisa Simpson
Ella Lyman,David Palmer
Alison Paige,Lisa Simpson
Pippa Hill,David Palmer
Carolyn Turner,Josiah Bartlet
Lillian MacDonald,Lisa Simpson
Grace Sanderson,Claire Underwood
Charles Buckland,Josiah Bartlet
Leah Burgess,Josiah Bartlet
Alexandra Ball,Josiah Bartlet
Madeleine Clarkson,Lisa Simpson
Cameron Mills,Josiah Bartlet
Lauren Knox,Claire Underwood
Richard Nixon,Richard Nixon
Richard Nixon,Richard Nixon
Richard Nixon,Richard Nixon
Justin Wallace,Lisa Simpson
Jasmine Gibson,Lisa Simpson
Jacob Mitchell,Claire Underwood
Andrew McGrath,Lisa Simpson
Hannah Slater,Claire Underwood
Dylan Knox,Josiah Bartlet
Adam Lewis,Josiah Bartlet
Wanda Johnston,Claire Underwood
Diana Mackay,Lisa Simpson
Jasmine Young,Claire Underwood
Simon Smith,David Palmer
Alan Martin,Lisa Simpson
Nicola Manning,Lisa Simpson
Alison Allan,Lisa Simpson
Frank Underwood,Lisa Simpson
Deirdre Ferguson,Claire Underwood
Alan Rutherford,Lisa Simpson
William Oliver,David Palmer
Dan Nolan,David Palmer
Oliver Mills,David Palmer
Faith Jones,David Palmer
Kylie Rees,Lisa Simpson
Steven Reid,David Palmer
Owen Kelly,Josiah Bartlet
Emily Jones,Claire Underwood
Leah Davies,Claire Underwood
Neil Scott,David Palmer
James Hemmings,Claire Underwood
Amy Slater,Claire Underwood
Irene Morrison,Claire Underwood
John Wilson,David Palmer
Dylan Johnston,Claire Underwood
Diana Gibson,Claire Underwood
Deirdre Hemmings,Josiah Bartlet
Richard Quinn,Claire Underwood
Michael McGrath,Josiah Bartlet
Emily Forsyth,Josiah Bartlet
Connor Greene,Claire Underwood
Richard Lewis,Lisa Simpson
Chloe Ball,Josiah Bartlet
William Stewart,David Palmer
Kylie Taylor,David Palmer
Michael Rees,Josiah Bartlet
Jan Oliver,Josiah Bartlet
Vanessa Martin,Josiah Bartlet
Julian Hodges,Lisa Simpson
Adrian King,Lisa Simpson
Audrey Murray,Josiah Bartlet
Carolyn Marshall,David Palmer
Dominic Forsyth,David Palmer
Warren Wilkins,Claire Underwood
Penelope McGrath,Lisa Simpson
Karen May,Josiah Bartlet
Phil Parr,Josiah Bartlet
Sally Marshall,Josiah Bartlet
Rebecca Young,Lisa Simpson
Rebecca Nash,Claire Underwood
Carolyn Scott,Claire Underwood
Sonia Young,Claire Underwood
Michelle Hodges,David Palmer
Luke Watson,Josiah Bartlet
Grace Duncan,Lisa Simpson
Ruth Wilson,Lisa Simpson
Lucas Grant,Lisa Simpson
Diana Gill,Josiah Bartlet
Liam Kelly,Claire Underwood
Phil Clarkson,Josiah Bartlet
Mary King,David Palmer
Fiona Avery,David Palmer
Melanie Martin,Josiah Bartlet
Jake McLean,David Palmer
Steven Campbell,Claire Underwood
Richard Nixon,Richard Nixon
Elizabeth Ellison,David Palmer
Lily Forsyth,Claire Underwood
Trevor Butler,Lisa Simpson
Amanda Hamilton,Claire Underwood
Neil Cameron,Claire Underwood
Melanie Payne,Lisa Simpson
Brian Morgan,Lisa Simpson
Benjamin Metcalfe,Josiah Bartlet
Olivia Campbell,Josiah Bartlet
Amelia Miller,Claire Underwood
Richard Langdon,Lisa Simpson
David McDonald,David Palmer
Lisa Campbell,Claire Underwood
Alan Campbell,Josiah Bartlet
Carl Nolan,David Palmer
Lily Parsons,David Palmer
Olivia May,Claire Underwood
Boris Walker,Lisa Simpson
Jason Lambert,Lisa Simpson
Molly Rutherford,Lisa Simpson
Lucas Black,Lisa Simpson
John Sutherland,Lisa Simpson
Samantha Hart,Lisa Simpson
Amy Short,Josiah Bartlet
Olivia Burgess,David Palmer
Dylan Graham,Lisa Simpson
Justin Robertson,David Palmer
Kevin Cameron,Lisa Simpson
Benjamin Harris,Josiah Bartlet
Eric Mackay,Lisa Simpson
Jack MacDonald,Claire Underwood
Donna Fraser,Claire Underwood
Rose Paterson,Claire Underwood
Richard Nixon,Richard Nixon
Jack Lewis,Claire Underwood
Lauren Forsyth,David Palmer
Colin Avery,Josiah Bartlet
Nicola McLean,David Palmer
Emily Greene,David Palmer
Natalie Lewis,David Palmer
Lisa Martin,Claire Underwood
Olivia James,Lisa Simpson
Liam Payne,David Palmer
Steven Ince,Josiah Bartlet
Ella MacLeod,Claire Underwood
Andrea King,David Palmer
Madeleine Gibson,Claire Underwood
Sue Chapman,Josiah Bartlet
John Terry,Josiah Bartlet
Matt Gibson,Claire Underwood
Eric Oliver,Josiah Bartlet
Bernadette Hamilton,Josiah Bartlet
Penelope Powell,Claire Underwood
Boris Hudson,Lisa Simpson
Sonia Abraham,Josiah Bartlet
Sebastian Turner,Claire Underwood
Natalie Graham,David Palmer
Joshua Graham,Josiah Bartlet
John Black,Josiah Bartlet
Harry Berry,David Palmer
Bella Paige,Josiah Bartlet
